"","gene","MinExpr","MaxExpr","SD_logRPKM","Mean_logRPKM","Median_logRPKM","Q.25_logRPKM","Q.75_logRPKM","IQR_logRPKM","ShannonIndex","Kurtosis","Skewness","ZeroExpr_proportion","residual.SD_logRPKM","LOESS.fit","TP","gene_name","synonyms","gene_product","COG","regulator","uniprot","start","end","strand","essential","core_genome","iML1515","oxidizeME","DGF_strain","MS57","pseudogene","y_ome","k_eff","schmidt_prot_med","heckmann_prot_med","proteomics","p1k","p1k_ctrl_log_tpm","p1k_median_log_tpm","p1k_mad_log_tpm","in_iM","length"
"56","b0057",3.04999286281567,8.7831013088529,0.874164700585832,6.65915521994797,6.60193402682874,6.09706618340913,7.29645645382219,1.19939027041307,6.88992938159423,3.23234371096782,-0.225180266881042,0,-0.0170999385935739,0.891264639179406,0.894729753427987,"yabQ","","protein YabQ","No COG annotation","Lrp","UPI000013A010",59121,59279,"+","True","False","False","False","False","False","False","True","False",NA,NA,"False","True",5.4706689005,6.213217731,1.01046863646453,"False",159
"57","b0058",2.55495035851662,9.61831322530496,0.786882129315078,5.94011489045933,5.87729719861907,5.47104341256904,6.37805337196204,0.907009959393001,6.88996094915767,7.13801872442698,0.505293305227311,0,-0.141131237845125,0.928013367160203,0.770698454176436,"rluA","rluA;yabO","23S rRNA pseudouridine(746) and tRNA pseudouridine(32) synthase","Translation, ribosomal structure and biogenesis","RpoD,ppGpp","P0AA37",59687,60346,"-","False","True","False","True","True","True","False","False","False",NA,NA,"False","True",5.5991181045,5.44921500484947,0.679684901392224,"True",660
"58","b0059",2.9915932319724,9.80655882664856,0.767339063907584,6.14910433692554,6.12951932597678,5.64548792407061,6.58739645552007,0.941908531449458,6.89099524577263,5.84208641083618,0.526573084978117,0,-0.148927921111128,0.916266985018712,0.762901770910433,"rapA","rapA;hepA;yabA","RNA polymerase-binding ATPase and RNAP recycling factor","Transcription","RpoD,RpoH,ppGpp","P60240",60358,63264,"-","False","False","False","False","True","True","False","False","True",82,780,"True","True",6.228164242,5.664118725,0.7415606840754,"False",2907
"59","b0060",2.94359766842932,7.74403624279364,0.678168342169699,4.51084089375392,4.3788578563602,4.0384976789834,4.83669482243125,0.798197143447843,6.88797179938405,5.89211304060895,1.31684383563208,0,-0.329839874153725,1.00800821632342,0.581989817867836,"polB","polB;dinA","DNA polymerase II","Replication, recombination and repair","RpoD,LexA","P21189",63429,65780,"-","False","False","False","False","True","True","False","False","False",NA,NA,"False","True",4.142933278,4.041175622,0.5996347856772,"True",2352
"60","b0061",0,10.3212979493628,1.0731667600917,1.94352746810635,1.96320020082525,1.40716265054209,2.42636593257082,1.01920328202873,6.73265851441435,11.9966476856744,1.4861980555617,0.0635721493440969,0.209806914701431,0.863359845390272,1.12163660672299,"araD","araD","L-ribulose-5-phosphate 4-epimerase AraD","Carbohydrate transport and metabolism","RpoD,AraC,Crp","P08203",65855,66550,"-","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",2.0865462435,1.55748232,0.8555005548894,"True",696
"61","b0062",0,10.9351287955064,1.32742780109578,2.32657807511911,2.43114942261357,1.80529928397713,2.9627853916081,1.15748610763096,6.68751967305444,7.34053104718725,0.632916204956214,0.13824419778002,0.435563411700469,0.891864389395311,1.34739310372203,"araA","araA","L-arabinose isomerase","Carbohydrate transport and metabolism","RpoD,AraC,Crp","P08202",66835,68337,"-","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",2.076401756,2.009838965,1.06410864777,"True",1503
"62","b0063",0,10.5396712021528,1.20312676929723,1.80705320086689,1.77166456594221,1.20838643306268,2.39301475948216,1.18462832641948,6.6442577123549,9.80105486105837,1.34005855416181,0.1372351160444,0.350903786036787,0.852222983260441,1.26273347805835,"araB","araB","ribulokinase","Nucleotide transport and metabolism","RpoD,AraC,Crp","P08204",68348,70048,"-","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",1.745985316,1.392206855,1.0724409887562,"True",1701
"63","b0064",1.63486040265843,8.68763513808961,0.952395264829641,5.89910368306347,5.9285084823449,5.49649322874146,6.42700801562618,0.930514786884714,6.88505486834315,4.33880566122292,-0.460366225047951,0,0.0218033207796248,0.930591944050016,0.933633012801186,"araC","araC","DNA-binding transcriptional dual regulator AraC","Transcription","RpoD,AraC,XylR,Crp","P0A9E0",70387,71265,"+","False","False","False","False","False","True","False","False","False",NA,NA,"False","True",5.3104487165,5.493642905,0.802830847983305,"False",879
"64","b0065",3.84061312356276,9.25562611296951,0.687210100694713,5.50078549839821,5.38853570446282,5.03713846665473,5.8772169338483,0.840078467193569,6.89116137627489,5.803724463305,1.04311732429848,0,-0.273774026323832,0.960984127018546,0.638055665697729,"yabI","yabI","DedA family protein YabI","Function unknown","YeiE,RpoS,ppGpp","P30149",71351,72115,"+","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",4.458300622,4.91702974,0.6230635588338,"False",765
"65","b0066",0.734651129047698,6.71641085345791,1.12069690154505,4.5241351566278,4.82322966576192,3.91491974242268,5.33118807603243,1.41626833360975,6.86405488371731,3.26343104245717,-0.96008945843022,0,0.113066355129773,1.00763054641528,1.02489604715133,"thiQ","thiQ;yabJ","thiamine ABC transporter ATP binding subunit","Inorganic ion transport and metabolism","RpoD,ppGpp,SgrR,DksA","P31548",72229,72927,"-","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",5.1383436755,4.386960721,0.9480915654,"False",699
"66","b0067",0.59099181671273,6.76466960706743,1.15035492127878,4.24398484061234,4.59920455027574,3.48444454543367,5.0724139429146,1.58796939748093,6.85764770662756,2.77040904946555,-0.755460805854796,0,0.141577209129781,1.00877771214899,1.05340690115134,"thiP","thiP;yabK","thiamine ABC transporter membrane subunit","Inorganic ion transport and metabolism","RpoD,YcjW,ppGpp,SgrR,DksA","P31549",72911,74521,"-","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",5.12491422,4.141690055,1.0960842348288,"True",1611
"67","b0068",2.97202973693898,8.56150128799722,1.30233269315102,6.54602536816718,6.97821676127424,5.58761683216282,7.60897695405775,2.02136012189493,6.87755022113758,2.50357709300413,-0.745006983071073,0,0.406196415551786,0.896136277599232,1.31802610757335,"thiB","thiB;tbpA;yabL","thiamine ABC transporter periplasmic binding protein","Inorganic ion transport and metabolism","RpoD,SgrR,ppGpp,DksA","P31550",74497,75480,"-","False","False","True","True","False","True","False","False","True",18,639,"True","True",7.643317257,6.463759995,1.3731432121008,"True",984
"68","b0069",2.88356258110616,6.38691521020646,0.502325683628325,4.88146817334553,4.92361017716613,4.64396756058145,5.1832671878385,0.539299627257051,6.89328423487638,3.99868029460355,-0.546402785768464,0,-0.491488925929531,0.993814609557857,0.42034076609203,"sgrR","sgrR;yabN","DNA-binding transcriptional dual regulator SgrR","Transcription","RpoD,SgrR,ppGpp,DksA","P33595",75644,77299,"-","False","False","False","False","False","True","False","False","False",NA,NA,"False","True",4.981998971,4.471184479,0.557607860027401,"False",1656
"69","b0070",3.10143086824753,8.02490354068117,0.574238472106396,4.90865757882529,4.91762591502603,4.5662910593833,5.20435329335768,0.638062233974381,6.89202956567545,6.99506749129872,0.912874629933465,0,-0.418469019756188,0.992707491862584,0.493360672265373,"setA","setA;yabM","sugar exporter SetA","Inorganic ion transport and metabolism","RpoD,RpoS,Cra,SgrR,ppGpp,DksA","P31675",77621,78799,"+","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",4.0621064075,4.424911325,0.5587777426224,"False",1179
"70","b0071",3.19656782989375,14.3365983752542,1.51270113624559,9.75695732024402,10.0960015179418,9.47932061057709,10.4872778150941,1.00795720451699,6.88482671497286,8.73965472696886,-2.03322907831849,0,0.634380513763178,0.878320622482409,1.54621020578474,"leuD","leuD","3-isopropylmalate dehydratase subunit LeuD","Amino acid transport and metabolism","RpoD,LeuO,Leu-tRNA,ppGpp","P30126",78848,79453,"-","False","True","True","True","True","True","False","False","True",5155.5,2239,"True","True",9.9694924935,9.649928869,0.837589964076599,"True",606
"71","b0072",2.6881870988039,14.3475118457256,1.61749293815779,9.61566000949739,9.94757074435218,9.32802365740896,10.4305702983213,1.10254664091229,6.88210934288858,8.45829592628299,-2.03135291335,0,0.739799618881918,0.877693319275867,1.65162931090348,"leuC","leuC","3-isopropylmalate dehydratase subunit LeuC","Amino acid transport and metabolism","RpoD,YeiE,LeuO,Leu-tRNA,ppGpp","P0A6A6",79464,80864,"-","False","True","True","True","True","True","False","False","True",2280,3998,"True","True",9.9222611295,9.552405304,0.9546443846016,"True",1401
"72","b0073",2.70480315080125,14.1642343777716,1.63688766918517,9.45047968313895,9.82330280142807,9.12906535845575,10.2798636655211,1.15079830706537,6.8809171285403,8.63103603390187,-2.07217023392289,0,0.759818671808873,0.877068997376302,1.67164836383043,"leuB","leuB","3-isopropylmalate dehydrogenase","Energy production and conversion","RpoD,LeuO,Leu-tRNA,ppGpp","P30125",80867,81958,"-","False","True","True","True","True","True","False","False","True",4854,3121,"True","True",9.715227357,9.40213891358294,0.989026524396864,"True",1092
"73","b0074",2.74026671629744,14.5801582842961,1.62289365484848,9.40382186095771,9.72449133054554,9.19200420043044,10.1501102478821,0.958106047451617,6.88113724001723,8.79801415915525,-1.98982310551391,0,0.745978952655723,0.876914702192754,1.65780864467728,"leuA","leuA","2-isopropylmalate synthase","Amino acid transport and metabolism","RpoD,LeuO,Leu-tRNA,Lrp,ppGpp","P09151",81958,83529,"-","False","True","True","True","True","True","False","False","True",3424.5,2657,"True","True",9.2870321955,9.282341655,0.828215178861,"True",1572
"75","b0076",0.423003562541669,6.6965409667263,0.749076908790519,3.32827403499576,3.37050527665369,2.83005708021938,3.77020055800961,0.940143477790228,6.87313077170212,4.67302489731721,0.379314177708796,0,-0.217067046534587,0.966143955325106,0.694762645486974,"leuO","leuO","DNA-binding transcriptional dual regulator LeuO","Transcription","RpoD,StpA,LeuO,LrhA,RcsB-BglJ,SlyA,H-NS,Lrp,Nac,ppGpp","P10151",84368,85312,"+","False","False","False","False","True","True","False","False","False",NA,NA,"False","True",2.694797965,2.963269151,0.699048479724,"True",945
"76","b0077",3.23882490231824,9.45402324128824,1.13473182172112,8.00669262406313,8.29259009999427,7.94215631905168,8.6320192808081,0.689862961756412,6.88714856160496,8.44830208300755,-2.37641302951441,0,0.260732044897754,0.873999776823368,1.17256173691932,"ilvI","ilvI","acetolactate synthase/acetohydroxybutanoate synthase%2C catalytic subunit","Coenzyme transport and metabolism","RpoD,YeiE,dsrA,H-NS,ppGpp,Lrp","P00893",85630,87354,"+","False","False","True","True","True","True","False","False","True",366,989,"True","True",8.172370361,7.873494737,0.506328272406599,"True",1725
"77","b0078",3.34957698706553,10.0682441965589,1.1720765330869,8.01420889355377,8.33717256307581,7.97991969156845,8.57906988428889,0.599150192720438,6.88636855252824,8.21411495921212,-2.32970966267585,0,0.297990938003022,0.874085595083882,1.20982063002458,"ilvH","ilvH;brnP","acetolactate synthase/acetohydroxybutanoate synthase%2C regulatory subunit","Amino acid transport and metabolism","RpoD,H-NS,ppGpp,Lrp","P00894",87357,87848,"+","False","False","True","True","True","True","False","False","True",1266.5,896,"True","True",7.767715782,7.92658229777411,0.476871449618499,"True",492
"78","b0080",0,10.3483496163052,0.851423727090289,7.42352088185098,7.49845692018735,7.21310749970755,7.75795467313092,0.544847173423367,6.88856285061622,44.3059705869158,-4.98706091429253,0.00605449041372351,-0.0200589834570756,0.871482710547364,0.891770708564485,"cra","cra;fruC;fruR;shl","DNA-binding transcriptional dual regulator Cra","Transcription","PhoB,RpoH","P0ACP1",88028,89032,"+","False","False","False","False","True","True","False","False","True",255.5,182,"True","True",7.2746930645,7.06689457894556,0.400213745905383,"True",1005
"79","b0081",6.78146389191632,10.2972703938262,0.478606429641593,8.38450277387057,8.39321320756489,8.08660512778156,8.6761292711709,0.589524143389346,6.89708914747512,4.11646334562405,0.185058855584703,0,-0.397657388215784,0.876263817857377,0.514172303805777,"mraZ","mraZ;yabB","DNA-binding transcriptional repressor MraZ","Transcription","RpoD,YdcN,YqhC,MraZ,PdhR","P22186",89634,90092,"+","False","False","False","False","True","True","False","False","False",135.5,NA,"True","True",7.7522868365,7.97603493901131,0.527466430467874,"True",459
"80","b0082",6.34582784712358,9.0038248661714,0.430923977412757,7.65435022131111,7.68675989135518,7.3995385708718,7.88885007010657,0.489311499234775,6.89712525492814,3.63430352787592,-0.103797109541614,0,-0.439762269545944,0.870686246958701,0.472067422475617,"rsmH","rsmH;mraW;yabC","16S rRNA m(4)C1402 methyltransferase","Translation, ribosomal structure and biogenesis","RpoD,MraZ,PdhR","P60390",90094,91035,"+","False","False","False","True","True","True","False","False","True",343,413,"True","True",7.4144018395,7.20840866,0.4876757351802,"True",942
"81","b0083",5.11030944738375,8.67925636463882,0.519341014579708,7.20469280824291,7.27078668408151,6.86827152664478,7.5196795626051,0.651408035960324,6.896093197515,3.38614200532191,-0.288199873950583,0,-0.357056217551793,0.876397232131501,0.554773474469768,"ftsL","ftsL;mraR;yabD","cell division protein FtsL","Cell cycle control, cell division, chromosome partitioning","RpoD,LexA,MraZ,PdhR","P0AEN4",91032,91397,"+","True","False","False","False","True","True","False","False","False",24,NA,"True","True",7.256369088,6.757426358,0.603535810698992,"True",366
"82","b0084",4.76203834656792,8.96813734171056,0.544558681116669,6.96773254894756,6.8606085272353,6.62772904429086,7.29155121073311,0.663822166442247,6.89568821403188,3.82453653102265,0.458862786017434,0,-0.337686823919669,0.882245505036338,0.574142868101893,"ftsI","ftsI;pbpB","peptidoglycan DD-transpeptidase FtsI","Cell wall/membrane/envelope biogenesis","RpoD,YbaQ,LexA,MraZ,PdhR","P0AD68",91413,93179,"+","True","True","True","True","True","True","False","False","True",14,129,"True","True",6.60873337,6.416933996,0.5258895144468,"False",1767
"83","b0085",5.4505890202161,9.02349315133666,0.472330483781671,7.42190604777414,7.44983359349306,7.17445571753992,7.7229067291045,0.548451011564575,6.89666829801703,3.98573318409908,-0.408660605717038,0,-0.39917218478829,0.871502668569961,0.512657507233271,"murE","murE","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase","Cell wall/membrane/envelope biogenesis","RpoD,LexA,MraZ,PdhR","P22188",93166,94653,"+","True","False","True","True","True","True","False","False","True",396,462,"True","True",7.1229821885,6.994103187,0.457633718698674,"True",1488
"84","b0086",5.11087796759639,8.99062208776634,0.511203052357112,7.26915879224371,7.29368722450856,7.03703790420319,7.57292638294556,0.535888478742375,6.89618347049782,5.54839266432694,-0.832683087716558,0,-0.363344016359932,0.874547068717045,0.548485675661629,"murF","murF;mra","D-alanyl-D-alanine-adding enzyme","Cell wall/membrane/envelope biogenesis","RpoD,LexA,MraZ,PdhR","P11880",94650,96008,"+","True","True","True","True","True","True","False","False","True",421.5,244,"True","True",7.0632407205,6.872898639,0.410270044640399,"True",1359
"85","b0087",5.08528209673171,8.76918523348781,0.474797050558286,7.02346506473858,7.03181752116776,6.74624237731432,7.30072467713991,0.55448229982559,6.89641755533186,4.10963329018238,-0.134093957212338,0,-0.406125451948978,0.880922502507264,0.505704240072583,"mraY","mraY;murX","phospho-N-acetylmuramoyl-pentapeptide-transferase","Cell wall/membrane/envelope biogenesis","RpoD,LexA,MraZ,PdhR","P0A6W3",96002,97084,"+","True","True","True","True","True","True","False","False","True",23.5,236,"True","True",6.5353612755,6.581486732,0.3650766293538,"True",1083
